<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;04.12.2018;15:02:00;115420.0000000;115470.0000000;115410.0000000;115440.0000000;375
SPFB.RTS-12.18;1;04.12.2018;15:03:00;115430.0000000;115430.0000000;115390.0000000;115420.0000000;181
SPFB.RTS-12.18;1;04.12.2018;15:04:00;115410.0000000;115440.0000000;115390.0000000;115430.0000000;89
SPFB.RTS-12.18;1;04.12.2018;15:05:00;115430.0000000;115460.0000000;115420.0000000;115440.0000000;136
SPFB.RTS-12.18;1;04.12.2018;15:06:00;115440.0000000;115500.0000000;115440.0000000;115460.0000000;280
SPFB.RTS-12.18;1;04.12.2018;15:07:00;115460.0000000;115530.0000000;115460.0000000;115480.0000000;400
SPFB.RTS-12.18;1;04.12.2018;15:08:00;115490.0000000;115510.0000000;115480.0000000;115500.0000000;117
SPFB.RTS-12.18;1;04.12.2018;15:09:00;115500.0000000;115510.0000000;115460.0000000;115480.0000000;242
SPFB.RTS-12.18;1;04.12.2018;15:10:00;115490.0000000;115500.0000000;115460.0000000;115460.0000000;87
SPFB.RTS-12.18;1;04.12.2018;15:11:00;115470.0000000;115470.0000000;115430.0000000;115450.0000000;295
SPFB.RTS-12.18;1;04.12.2018;15:12:00;115430.0000000;115460.0000000;115420.0000000;115430.0000000;191
SPFB.RTS-12.18;1;04.12.2018;15:13:00;115430.0000000;115430.0000000;115270.0000000;115340.0000000;1784
SPFB.RTS-12.18;1;04.12.2018;15:14:00;115330.0000000;115340.0000000;115290.0000000;115320.0000000;469
SPFB.RTS-12.18;1;04.12.2018;15:15:00;115310.0000000;115330.0000000;115210.0000000;115270.0000000;1404
SPFB.RTS-12.18;1;04.12.2018;15:16:00;115270.0000000;115300.0000000;115250.0000000;115290.0000000;293
SPFB.RTS-12.18;1;04.12.2018;15:17:00;115280.0000000;115340.0000000;115280.0000000;115340.0000000;383
SPFB.RTS-12.18;1;04.12.2018;15:18:00;115330.0000000;115340.0000000;115310.0000000;115320.0000000;161
SPFB.RTS-12.18;1;04.12.2018;15:19:00;115310.0000000;115330.0000000;115280.0000000;115320.0000000;285
SPFB.RTS-12.18;1;04.12.2018;15:20:00;115330.0000000;115340.0000000;115310.0000000;115320.0000000;255
SPFB.RTS-12.18;1;04.12.2018;15:21:00;115330.0000000;115370.0000000;115320.0000000;115360.0000000;339
SPFB.RTS-12.18;1;04.12.2018;15:22:00;115360.0000000;115400.0000000;115360.0000000;115390.0000000;217
SPFB.RTS-12.18;1;04.12.2018;15:23:00;115390.0000000;115400.0000000;115340.0000000;115360.0000000;239
SPFB.RTS-12.18;1;04.12.2018;15:24:00;115370.0000000;115390.0000000;115360.0000000;115390.0000000;118
SPFB.RTS-12.18;1;04.12.2018;15:25:00;115380.0000000;115430.0000000;115380.0000000;115400.0000000;348
SPFB.RTS-12.18;1;04.12.2018;15:26:00;115410.0000000;115450.0000000;115400.0000000;115440.0000000;366
SPFB.RTS-12.18;1;04.12.2018;15:27:00;115420.0000000;115430.0000000;115370.0000000;115370.0000000;423
SPFB.RTS-12.18;1;04.12.2018;15:28:00;115380.0000000;115410.0000000;115350.0000000;115400.0000000;205
SPFB.RTS-12.18;1;04.12.2018;15:29:00;115390.0000000;115440.0000000;115380.0000000;115410.0000000;193
SPFB.RTS-12.18;1;04.12.2018;15:30:00;115430.0000000;115440.0000000;115410.0000000;115420.0000000;123
SPFB.RTS-12.18;1;04.12.2018;15:31:00;115430.0000000;115440.0000000;115410.0000000;115410.0000000;182
SPFB.RTS-12.18;1;04.12.2018;15:32:00;115420.0000000;115420.0000000;115370.0000000;115370.0000000;107
SPFB.RTS-12.18;1;04.12.2018;15:33:00;115380.0000000;115390.0000000;115370.0000000;115390.0000000;110
SPFB.RTS-12.18;1;04.12.2018;15:34:00;115380.0000000;115390.0000000;115370.0000000;115390.0000000;104
SPFB.RTS-12.18;1;04.12.2018;15:35:00;115390.0000000;115420.0000000;115390.0000000;115410.0000000;112
SPFB.RTS-12.18;1;04.12.2018;15:36:00;115400.0000000;115430.0000000;115370.0000000;115370.0000000;252
SPFB.RTS-12.18;1;04.12.2018;15:37:00;115370.0000000;115410.0000000;115360.0000000;115410.0000000;269
SPFB.RTS-12.18;1;04.12.2018;15:38:00;115400.0000000;115430.0000000;115380.0000000;115380.0000000;97
SPFB.RTS-12.18;1;04.12.2018;15:39:00;115390.0000000;115430.0000000;115380.0000000;115410.0000000;169
SPFB.RTS-12.18;1;04.12.2018;15:40:00;115410.0000000;115420.0000000;115360.0000000;115380.0000000;84
SPFB.RTS-12.18;1;04.12.2018;15:41:00;115390.0000000;115400.0000000;115360.0000000;115380.0000000;174
SPFB.RTS-12.18;1;04.12.2018;15:42:00;115380.0000000;115390.0000000;115350.0000000;115370.0000000;104
SPFB.RTS-12.18;1;04.12.2018;15:43:00;115370.0000000;115400.0000000;115360.0000000;115390.0000000;106
SPFB.RTS-12.18;1;04.12.2018;15:44:00;115390.0000000;115400.0000000;115370.0000000;115390.0000000;212
SPFB.RTS-12.18;1;04.12.2018;15:45:00;115390.0000000;115430.0000000;115390.0000000;115410.0000000;377
SPFB.RTS-12.18;1;04.12.2018;15:46:00;115410.0000000;115430.0000000;115380.0000000;115410.0000000;173
SPFB.RTS-12.18;1;04.12.2018;15:47:00;115410.0000000;115430.0000000;115380.0000000;115380.0000000;327
SPFB.RTS-12.18;1;04.12.2018;15:48:00;115400.0000000;115420.0000000;115390.0000000;115420.0000000;78
SPFB.RTS-12.18;1;04.12.2018;15:49:00;115420.0000000;115430.0000000;115410.0000000;115430.0000000;166
SPFB.RTS-12.18;1;04.12.2018;15:50:00;115420.0000000;115430.0000000;115390.0000000;115420.0000000;234
SPFB.RTS-12.18;1;04.12.2018;15:51:00;115420.0000000;115430.0000000;115390.0000000;115400.0000000;182
SPFB.RTS-12.18;1;04.12.2018;15:52:00;115390.0000000;115410.0000000;115380.0000000;115400.0000000;97
SPFB.RTS-12.18;1;04.12.2018;15:53:00;115390.0000000;115410.0000000;115370.0000000;115390.0000000;236
SPFB.RTS-12.18;1;04.12.2018;15:54:00;115390.0000000;115400.0000000;115380.0000000;115380.0000000;92
SPFB.RTS-12.18;1;04.12.2018;15:55:00;115390.0000000;115410.0000000;115380.0000000;115390.0000000;128
SPFB.RTS-12.18;1;04.12.2018;15:56:00;115390.0000000;115400.0000000;115360.0000000;115390.0000000;142
SPFB.RTS-12.18;1;04.12.2018;15:57:00;115380.0000000;115420.0000000;115380.0000000;115420.0000000;77
SPFB.RTS-12.18;1;04.12.2018;15:58:00;115420.0000000;115430.0000000;115400.0000000;115410.0000000;147
SPFB.RTS-12.18;1;04.12.2018;15:59:00;115390.0000000;115400.0000000;115340.0000000;115360.0000000;418
SPFB.RTS-12.18;1;04.12.2018;16:00:00;115370.0000000;115380.0000000;115330.0000000;115360.0000000;294
SPFB.RTS-12.18;1;04.12.2018;16:01:00;115370.0000000;115390.0000000;115320.0000000;115330.0000000;319
SPFB.RTS-12.18;1;04.12.2018;16:02:00;115340.0000000;115360.0000000;115310.0000000;115340.0000000;319
SPFB.RTS-12.18;1;04.12.2018;16:03:00;115340.0000000;115340.0000000;115280.0000000;115300.0000000;333
SPFB.RTS-12.18;1;04.12.2018;16:04:00;115290.0000000;115310.0000000;115260.0000000;115270.0000000;241
SPFB.RTS-12.18;1;04.12.2018;16:05:00;115270.0000000;115300.0000000;115240.0000000;115290.0000000;368
SPFB.RTS-12.18;1;04.12.2018;16:06:00;115290.0000000;115350.0000000;115290.0000000;115340.0000000;313
SPFB.RTS-12.18;1;04.12.2018;16:07:00;115330.0000000;115340.0000000;115250.0000000;115270.0000000;229
SPFB.RTS-12.18;1;04.12.2018;16:08:00;115270.0000000;115300.0000000;115260.0000000;115270.0000000;122
SPFB.RTS-12.18;1;04.12.2018;16:09:00;115270.0000000;115280.0000000;115250.0000000;115270.0000000;130
SPFB.RTS-12.18;1;04.12.2018;16:10:00;115280.0000000;115280.0000000;115260.0000000;115260.0000000;71
SPFB.RTS-12.18;1;04.12.2018;16:11:00;115250.0000000;115320.0000000;115250.0000000;115300.0000000;358
SPFB.RTS-12.18;1;04.12.2018;16:12:00;115300.0000000;115310.0000000;115270.0000000;115290.0000000;299
SPFB.RTS-12.18;1;04.12.2018;16:13:00;115280.0000000;115310.0000000;115280.0000000;115300.0000000;100
SPFB.RTS-12.18;1;04.12.2018;16:14:00;115280.0000000;115310.0000000;115250.0000000;115310.0000000;348
SPFB.RTS-12.18;1;04.12.2018;16:15:00;115310.0000000;115330.0000000;115280.0000000;115280.0000000;162
SPFB.RTS-12.18;1;04.12.2018;16:16:00;115280.0000000;115290.0000000;115240.0000000;115240.0000000;249
SPFB.RTS-12.18;1;04.12.2018;16:17:00;115250.0000000;115280.0000000;115230.0000000;115270.0000000;317
SPFB.RTS-12.18;1;04.12.2018;16:18:00;115280.0000000;115310.0000000;115270.0000000;115280.0000000;353
SPFB.RTS-12.18;1;04.12.2018;16:19:00;115290.0000000;115320.0000000;115280.0000000;115310.0000000;121
SPFB.RTS-12.18;1;04.12.2018;16:20:00;115310.0000000;115320.0000000;115290.0000000;115310.0000000;81
SPFB.RTS-12.18;1;04.12.2018;16:21:00;115320.0000000;115330.0000000;115260.0000000;115260.0000000;294
SPFB.RTS-12.18;1;04.12.2018;16:22:00;115270.0000000;115290.0000000;115250.0000000;115270.0000000;56
SPFB.RTS-12.18;1;04.12.2018;16:23:00;115270.0000000;115290.0000000;115120.0000000;115230.0000000;2286
SPFB.RTS-12.18;1;04.12.2018;16:24:00;115240.0000000;115270.0000000;115220.0000000;115250.0000000;412
SPFB.RTS-12.18;1;04.12.2018;16:25:00;115260.0000000;115300.0000000;115250.0000000;115270.0000000;290
SPFB.RTS-12.18;1;04.12.2018;16:26:00;115260.0000000;115320.0000000;115260.0000000;115290.0000000;330
SPFB.RTS-12.18;1;04.12.2018;16:27:00;115300.0000000;115390.0000000;115300.0000000;115340.0000000;1049
SPFB.RTS-12.18;1;04.12.2018;16:28:00;115350.0000000;115370.0000000;115320.0000000;115320.0000000;305
SPFB.RTS-12.18;1;04.12.2018;16:29:00;115310.0000000;115330.0000000;115270.0000000;115290.0000000;313
SPFB.RTS-12.18;1;04.12.2018;16:30:00;115280.0000000;115330.0000000;115280.0000000;115300.0000000;128
SPFB.RTS-12.18;1;04.12.2018;16:31:00;115290.0000000;115340.0000000;115270.0000000;115280.0000000;269
SPFB.RTS-12.18;1;04.12.2018;16:32:00;115280.0000000;115290.0000000;115250.0000000;115260.0000000;217
SPFB.RTS-12.18;1;04.12.2018;16:33:00;115250.0000000;115260.0000000;115190.0000000;115220.0000000;610
SPFB.RTS-12.18;1;04.12.2018;16:34:00;115210.0000000;115230.0000000;115140.0000000;115150.0000000;604
SPFB.RTS-12.18;1;04.12.2018;16:35:00;115150.0000000;115160.0000000;115020.0000000;115040.0000000;2298
SPFB.RTS-12.18;1;04.12.2018;16:36:00;115040.0000000;115120.0000000;115020.0000000;115090.0000000;1305
SPFB.RTS-12.18;1;04.12.2018;16:37:00;115100.0000000;115100.0000000;115040.0000000;115080.0000000;346
SPFB.RTS-12.18;1;04.12.2018;16:38:00;115080.0000000;115100.0000000;115010.0000000;115030.0000000;550
SPFB.RTS-12.18;1;04.12.2018;16:39:00;115020.0000000;115080.0000000;115010.0000000;115070.0000000;352
SPFB.RTS-12.18;1;04.12.2018;16:40:00;115060.0000000;115070.0000000;115000.0000000;115030.0000000;584
SPFB.RTS-12.18;1;04.12.2018;16:41:00;115020.0000000;115040.0000000;114960.0000000;114970.0000000;609
SPFB.RTS-12.18;1;04.12.2018;16:42:00;114960.0000000;115010.0000000;114910.0000000;114960.0000000;1841
SPFB.RTS-12.18;1;04.12.2018;16:43:00;114960.0000000;114990.0000000;114950.0000000;114950.0000000;756
SPFB.RTS-12.18;1;04.12.2018;16:44:00;114940.0000000;114960.0000000;114900.0000000;114960.0000000;553
SPFB.RTS-12.18;1;04.12.2018;16:45:00;114960.0000000;114980.0000000;114940.0000000;114970.0000000;325
SPFB.RTS-12.18;1;04.12.2018;16:46:00;114980.0000000;114990.0000000;114940.0000000;114980.0000000;862
SPFB.RTS-12.18;1;04.12.2018;16:47:00;114980.0000000;115030.0000000;114950.0000000;115020.0000000;632
SPFB.RTS-12.18;1;04.12.2018;16:48:00;115020.0000000;115030.0000000;114990.0000000;115000.0000000;302
SPFB.RTS-12.18;1;04.12.2018;16:49:00;114990.0000000;115040.0000000;114980.0000000;115020.0000000;369
SPFB.RTS-12.18;1;04.12.2018;16:50:00;115030.0000000;115030.0000000;114990.0000000;115010.0000000;290
SPFB.RTS-12.18;1;04.12.2018;16:51:00;115000.0000000;115070.0000000;114980.0000000;115060.0000000;669
SPFB.RTS-12.18;1;04.12.2018;16:52:00;115050.0000000;115060.0000000;115030.0000000;115030.0000000;231
SPFB.RTS-12.18;1;04.12.2018;16:53:00;115040.0000000;115050.0000000;114990.0000000;115040.0000000;430
SPFB.RTS-12.18;1;04.12.2018;16:54:00;115040.0000000;115070.0000000;115030.0000000;115050.0000000;153
SPFB.RTS-12.18;1;04.12.2018;16:55:00;115060.0000000;115090.0000000;115030.0000000;115080.0000000;303
SPFB.RTS-12.18;1;04.12.2018;16:56:00;115060.0000000;115070.0000000;115020.0000000;115070.0000000;218
SPFB.RTS-12.18;1;04.12.2018;16:57:00;115070.0000000;115100.0000000;115030.0000000;115030.0000000;850
SPFB.RTS-12.18;1;04.12.2018;16:58:00;115040.0000000;115060.0000000;115000.0000000;115050.0000000;373
SPFB.RTS-12.18;1;04.12.2018;16:59:00;115040.0000000;115050.0000000;114970.0000000;114980.0000000;908
SPFB.RTS-12.18;1;04.12.2018;17:00:00;114990.0000000;115020.0000000;114980.0000000;115020.0000000;712
SPFB.RTS-12.18;1;04.12.2018;17:01:00;115020.0000000;115020.0000000;114950.0000000;114980.0000000;651
SPFB.RTS-12.18;1;04.12.2018;17:02:00;114970.0000000;114980.0000000;114940.0000000;114960.0000000;381
SPFB.RTS-12.18;1;04.12.2018;17:03:00;114960.0000000;114990.0000000;114960.0000000;114970.0000000;133
SPFB.RTS-12.18;1;04.12.2018;17:04:00;114960.0000000;114980.0000000;114910.0000000;114940.0000000;622
SPFB.RTS-12.18;1;04.12.2018;17:05:00;114940.0000000;115020.0000000;114940.0000000;114990.0000000;898
SPFB.RTS-12.18;1;04.12.2018;17:06:00;114990.0000000;115000.0000000;114920.0000000;114940.0000000;422
SPFB.RTS-12.18;1;04.12.2018;17:07:00;114930.0000000;114950.0000000;114910.0000000;114950.0000000;387
SPFB.RTS-12.18;1;04.12.2018;17:08:00;114950.0000000;114960.0000000;114920.0000000;114960.0000000;334
SPFB.RTS-12.18;1;04.12.2018;17:09:00;114950.0000000;115010.0000000;114950.0000000;114990.0000000;478
SPFB.RTS-12.18;1;04.12.2018;17:10:00;114990.0000000;115020.0000000;114970.0000000;114990.0000000;301
SPFB.RTS-12.18;1;04.12.2018;17:11:00;114970.0000000;114990.0000000;114920.0000000;114940.0000000;580
SPFB.RTS-12.18;1;04.12.2018;17:12:00;114940.0000000;114970.0000000;114930.0000000;114930.0000000;261
SPFB.RTS-12.18;1;04.12.2018;17:13:00;114920.0000000;114950.0000000;114910.0000000;114950.0000000;358
SPFB.RTS-12.18;1;04.12.2018;17:14:00;114940.0000000;114960.0000000;114930.0000000;114940.0000000;171
SPFB.RTS-12.18;1;04.12.2018;17:15:00;114930.0000000;114940.0000000;114920.0000000;114930.0000000;175
SPFB.RTS-12.18;1;04.12.2018;17:16:00;114920.0000000;114930.0000000;114720.0000000;114820.0000000;5407
SPFB.RTS-12.18;1;04.12.2018;17:17:00;114820.0000000;114830.0000000;114700.0000000;114760.0000000;2994
SPFB.RTS-12.18;1;04.12.2018;17:18:00;114760.0000000;114770.0000000;114720.0000000;114740.0000000;576
SPFB.RTS-12.18;1;04.12.2018;17:19:00;114750.0000000;114760.0000000;114680.0000000;114750.0000000;1492
SPFB.RTS-12.18;1;04.12.2018;17:20:00;114750.0000000;114770.0000000;114710.0000000;114740.0000000;654
SPFB.RTS-12.18;1;04.12.2018;17:21:00;114740.0000000;114790.0000000;114710.0000000;114770.0000000;1237
SPFB.RTS-12.18;1;04.12.2018;17:22:00;114780.0000000;114830.0000000;114730.0000000;114810.0000000;1244
SPFB.RTS-12.18;1;04.12.2018;17:23:00;114810.0000000;114830.0000000;114770.0000000;114770.0000000;746
SPFB.RTS-12.18;1;04.12.2018;17:24:00;114770.0000000;114770.0000000;114720.0000000;114730.0000000;692
SPFB.RTS-12.18;1;04.12.2018;17:25:00;114740.0000000;114780.0000000;114680.0000000;114760.0000000;1105
SPFB.RTS-12.18;1;04.12.2018;17:26:00;114760.0000000;114830.0000000;114750.0000000;114810.0000000;645
SPFB.RTS-12.18;1;04.12.2018;17:27:00;114820.0000000;114830.0000000;114790.0000000;114800.0000000;180
SPFB.RTS-12.18;1;04.12.2018;17:28:00;114810.0000000;114830.0000000;114800.0000000;114820.0000000;314
SPFB.RTS-12.18;1;04.12.2018;17:29:00;114830.0000000;114840.0000000;114800.0000000;114810.0000000;183
SPFB.RTS-12.18;1;04.12.2018;17:30:00;114810.0000000;114840.0000000;114780.0000000;114810.0000000;635
SPFB.RTS-12.18;1;04.12.2018;17:31:00;114810.0000000;114920.0000000;114810.0000000;114870.0000000;1598
SPFB.RTS-12.18;1;04.12.2018;17:32:00;114890.0000000;114930.0000000;114800.0000000;114850.0000000;1391
SPFB.RTS-12.18;1;04.12.2018;17:33:00;114850.0000000;114950.0000000;114850.0000000;114930.0000000;1148
SPFB.RTS-12.18;1;04.12.2018;17:34:00;114920.0000000;114950.0000000;114880.0000000;114920.0000000;732
SPFB.RTS-12.18;1;04.12.2018;17:35:00;114920.0000000;114920.0000000;114850.0000000;114890.0000000;791
SPFB.RTS-12.18;1;04.12.2018;17:36:00;114890.0000000;114940.0000000;114850.0000000;114910.0000000;797
SPFB.RTS-12.18;1;04.12.2018;17:37:00;114910.0000000;114940.0000000;114880.0000000;114930.0000000;552
SPFB.RTS-12.18;1;04.12.2018;17:38:00;114930.0000000;114960.0000000;114910.0000000;114940.0000000;358
SPFB.RTS-12.18;1;04.12.2018;17:39:00;114940.0000000;114990.0000000;114920.0000000;114960.0000000;491
SPFB.RTS-12.18;1;04.12.2018;17:40:00;114970.0000000;114990.0000000;114910.0000000;114920.0000000;1311
SPFB.RTS-12.18;1;04.12.2018;17:41:00;114920.0000000;114940.0000000;114900.0000000;114920.0000000;307
SPFB.RTS-12.18;1;04.12.2018;17:42:00;114910.0000000;114920.0000000;114880.0000000;114900.0000000;334
SPFB.RTS-12.18;1;04.12.2018;17:43:00;114900.0000000;114910.0000000;114800.0000000;114840.0000000;1190
SPFB.RTS-12.18;1;04.12.2018;17:44:00;114850.0000000;114870.0000000;114810.0000000;114830.0000000;633
SPFB.RTS-12.18;1;04.12.2018;17:45:00;114830.0000000;114840.0000000;114800.0000000;114800.0000000;666
SPFB.RTS-12.18;1;04.12.2018;17:46:00;114810.0000000;114870.0000000;114800.0000000;114870.0000000;651
SPFB.RTS-12.18;1;04.12.2018;17:47:00;114850.0000000;114880.0000000;114840.0000000;114850.0000000;420
SPFB.RTS-12.18;1;04.12.2018;17:48:00;114840.0000000;114880.0000000;114810.0000000;114820.0000000;549
SPFB.RTS-12.18;1;04.12.2018;17:49:00;114820.0000000;114840.0000000;114800.0000000;114820.0000000;173
SPFB.RTS-12.18;1;04.12.2018;17:50:00;114820.0000000;114860.0000000;114790.0000000;114850.0000000;864
SPFB.RTS-12.18;1;04.12.2018;17:51:00;114840.0000000;114900.0000000;114830.0000000;114880.0000000;509
SPFB.RTS-12.18;1;04.12.2018;17:52:00;114890.0000000;114930.0000000;114870.0000000;114870.0000000;1139
SPFB.RTS-12.18;1;04.12.2018;17:53:00;114870.0000000;114920.0000000;114850.0000000;114850.0000000;349
SPFB.RTS-12.18;1;04.12.2018;17:54:00;114860.0000000;114940.0000000;114850.0000000;114900.0000000;532
SPFB.RTS-12.18;1;04.12.2018;17:55:00;114900.0000000;114960.0000000;114890.0000000;114950.0000000;690
SPFB.RTS-12.18;1;04.12.2018;17:56:00;114950.0000000;114960.0000000;114900.0000000;114930.0000000;683
SPFB.RTS-12.18;1;04.12.2018;17:57:00;114930.0000000;114930.0000000;114880.0000000;114900.0000000;344
SPFB.RTS-12.18;1;04.12.2018;17:58:00;114900.0000000;114940.0000000;114870.0000000;114930.0000000;347
SPFB.RTS-12.18;1;04.12.2018;17:59:00;114930.0000000;115000.0000000;114920.0000000;114970.0000000;809
SPFB.RTS-12.18;1;04.12.2018;18:00:00;114980.0000000;114980.0000000;114890.0000000;114890.0000000;512
SPFB.RTS-12.18;1;04.12.2018;18:01:00;114900.0000000;114910.0000000;114850.0000000;114910.0000000;591
SPFB.RTS-12.18;1;04.12.2018;18:02:00;114910.0000000;114960.0000000;114900.0000000;114940.0000000;185
SPFB.RTS-12.18;1;04.12.2018;18:03:00;114940.0000000;115000.0000000;114940.0000000;114990.0000000;538
SPFB.RTS-12.18;1;04.12.2018;18:04:00;114990.0000000;115030.0000000;114950.0000000;114960.0000000;824
SPFB.RTS-12.18;1;04.12.2018;18:05:00;114970.0000000;114980.0000000;114890.0000000;114920.0000000;723
SPFB.RTS-12.18;1;04.12.2018;18:06:00;114920.0000000;114950.0000000;114900.0000000;114910.0000000;272
SPFB.RTS-12.18;1;04.12.2018;18:07:00;114920.0000000;114930.0000000;114900.0000000;114930.0000000;150
SPFB.RTS-12.18;1;04.12.2018;18:08:00;114930.0000000;114990.0000000;114920.0000000;114940.0000000;681
SPFB.RTS-12.18;1;04.12.2018;18:09:00;114950.0000000;115040.0000000;114950.0000000;115040.0000000;727
SPFB.RTS-12.18;1;04.12.2018;18:10:00;115030.0000000;115080.0000000;115020.0000000;115030.0000000;861
SPFB.RTS-12.18;1;04.12.2018;18:11:00;115060.0000000;115120.0000000;115030.0000000;115070.0000000;1073
SPFB.RTS-12.18;1;04.12.2018;18:12:00;115070.0000000;115090.0000000;115030.0000000;115040.0000000;487
SPFB.RTS-12.18;1;04.12.2018;18:13:00;115060.0000000;115070.0000000;114920.0000000;114960.0000000;1217
SPFB.RTS-12.18;1;04.12.2018;18:14:00;114970.0000000;115020.0000000;114960.0000000;115000.0000000;276
SPFB.RTS-12.18;1;04.12.2018;18:15:00;114990.0000000;115000.0000000;114910.0000000;114910.0000000;282
SPFB.RTS-12.18;1;04.12.2018;18:16:00;114920.0000000;115020.0000000;114900.0000000;114930.0000000;644
SPFB.RTS-12.18;1;04.12.2018;18:17:00;114950.0000000;114990.0000000;114940.0000000;114960.0000000;147
SPFB.RTS-12.18;1;04.12.2018;18:18:00;114960.0000000;115110.0000000;114960.0000000;114990.0000000;1055
SPFB.RTS-12.18;1;04.12.2018;18:19:00;114990.0000000;115030.0000000;114970.0000000;115010.0000000;221
SPFB.RTS-12.18;1;04.12.2018;18:20:00;115010.0000000;115010.0000000;114920.0000000;114920.0000000;358
SPFB.RTS-12.18;1;04.12.2018;18:21:00;114920.0000000;114970.0000000;114910.0000000;114910.0000000;620
SPFB.RTS-12.18;1;04.12.2018;18:22:00;114920.0000000;114930.0000000;114890.0000000;114920.0000000;860
